bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,date_year,date_month,date_quarter,date_day,price,id,Predicted
3,2.0,1340,10200,1.5,0,0,3,7,1340,0,1953,0,98133,47.7756,-122.351,1420,10200,2014,9,3,18,339950.0,5306100240,390180.5
3,1.75,1660,8160,1.0,0,0,4,7,1660,0,1951,0,98166,47.4608,-122.358,1490,8100,2014,10,4,23,315000.0,9334800140,278606.06
3,2.5,1710,3795,2.0,0,0,3,7,1710,0,2009,0,98053,47.6968,-122.024,1600,3821,2015,2,1,11,411753.0,7203101260,188711.36
3,1.75,1530,8829,1.0,0,0,5,8,1530,0,1972,0,98006,47.545,-122.171,2060,9226,2014,10,4,17,500000.0,6072100140,483415.16
3,2.0,1440,10111,1.0,0,0,3,7,1440,0,1963,0,98001,47.345,-122.283,1580,10200,2014,12,4,2,210000.0,3874000240,346899.72
4,1.75,1870,8663,1.0,0,0,5,7,1870,0,1949,0,98133,47.7366,-122.35,1560,7800,2015,4,2,17,460000.0,1826049225,674934.44
2,1.0,620,4760,1.0,0,0,3,6,620,0,1941,0,98126,47.5286,-122.376,620,4760,2015,2,1,18,265000.0,8150100240,551370.44
3,1.0,1240,6195,1.0,0,0,3,6,1240,0,1948,0,98028,47.7681,-122.266,1760,11080,2014,7,3,18,230000.0,4027701275,629620.2
3,1.75,1890,10661,1.0,0,0,5,7,1460,430,1978,0,98038,47.3583,-122.056,1680,9604,2015,2,1,17,315000.0,1545807990,445952.34
3,2.5,1530,3984,2.0,0,0,3,8,1530,0,1995,0,98029,47.569,-122.007,1720,4005,2015,2,1,3,467000.0,3905100070,307183.66
4,2.0,1580,6250,1.0,0,0,3,7,860,720,1977,0,98155,47.7659,-122.31,1580,6250,2015,4,2,3,190000.0,3972900160,716829.06
5,3.0,1980,3868,1.0,0,0,3,7,1220,760,1990,0,98118,47.5173,-122.275,1970,3868,2014,9,3,2,333800.0,9188200570,483347.3
4,2.5,2920,9904,2.0,0,0,4,9,2920,0,1990,0,98029,47.5759,-121.995,1810,5617,2014,5,2,29,690000.0,3905010140,215333.78
4,1.75,1660,6200,1.0,0,0,4,6,830,830,1948,0,98108,47.56,-122.316,1780,5968,2014,10,4,21,320000.0,5141000685,421448.44
3,1.5,1560,9600,1.0,0,0,4,7,1560,0,1961,0,98033,47.6918,-122.163,1520,10000,2014,7,3,21,335000.0,1246700152,242611.66
3,2.5,2260,4165,2.0,0,0,3,7,2260,0,2005,0,98075,47.5922,-122.008,2770,4566,2014,6,2,9,550000.0,6127010800,495047.34
3,1.0,1260,7920,1.0,0,0,3,7,1260,0,1966,0,98003,47.3452,-122.308,1300,7920,2015,4,2,22,240000.0,4222000320,594216.2
3,1.75,1490,8000,1.0,0,0,3,8,1490,0,1978,0,98030,47.3817,-122.166,1740,8165,2014,8,3,29,275000.0,3826500570,517267.0
3,2.5,1570,9292,1.0,0,0,3,7,1110,460,1977,0,98001,47.3386,-122.272,1470,9222,2015,4,2,24,284200.0,8159620160,640835.06
4,1.5,1430,8775,1.0,0,0,3,7,1030,400,1979,0,98023,47.3034,-122.383,1390,7800,2014,8,3,28,215000.0,3279000070,274536.16
2,1.75,1480,5120,1.0,0,0,4,6,840,640,1951,0,98116,47.558,-122.392,1090,5120,2014,5,2,20,483945.0,312000135,256853.47
3,1.75,1240,8050,1.0,0,0,4,7,1240,0,1978,0,98074,47.6108,-122.044,1370,9856,2014,6,2,9,347000.0,6054650510,413043.2
3,2.0,1370,9760,1.0,0,0,4,7,1110,260,1979,0,98023,47.3009,-122.384,1640,9040,2015,3,1,30,232500.0,3279000240,417551.47
4,2.5,2340,8971,2.0,0,0,3,9,2340,0,1987,0,98029,47.5679,-122.011,2510,9219,2014,8,3,12,590000.0,3904921070,482864.62
3,2.0,1970,7000,1.0,0,0,3,8,1970,0,1986,0,98038,47.3744,-122.043,1970,7365,2015,2,1,27,429800.0,4123810140,337853.7
4,1.75,1530,17664,1.5,0,0,3,7,1530,0,1968,0,98058,47.4549,-122.155,1530,11625,2014,6,2,26,302000.0,2473251170,440928.7
4,1.5,1790,3952,1.5,0,0,4,8,1790,0,1932,0,98103,47.689,-122.352,1200,3876,2014,11,4,4,800000.0,6430500186,353455.22
3,2.5,1700,6000,2.0,0,0,3,8,1700,0,1997,0,98092,47.2615,-122.221,1940,6626,2014,12,4,15,250000.0,4136950140,681115.4
3,2.0,1340,5670,2.0,0,0,3,6,1340,0,1994,0,98055,47.4498,-122.194,1290,4892,2014,11,4,12,252000.0,8637100370,598471.6
3,1.0,1130,12500,1.5,0,0,3,7,1130,0,1954,0,98118,47.5491,-122.268,2280,8750,2014,9,3,19,375000.0,8952900260,384922.84
2,1.75,1950,2719,1.0,0,0,5,7,1010,940,1919,0,98103,47.6513,-122.346,1360,1256,2014,7,3,10,725000.0,1972202080,454294.16
2,1.0,800,5100,1.0,0,0,3,7,800,0,1945,0,98117,47.6775,-122.388,1330,5100,2014,10,4,1,439000.0,2856100125,283179.6
4,2.0,1770,8890,1.0,0,0,5,6,1770,0,1949,0,98166,47.4589,-122.353,1010,7620,2014,8,3,22,355000.0,2968800626,441444.97
2,1.0,890,3271,1.0,0,0,4,6,890,0,1918,0,98116,47.5631,-122.381,1190,5175,2014,11,4,5,409000.0,952005224,251857.14
2,1.0,860,3880,1.0,0,0,4,6,860,0,1916,0,98117,47.6862,-122.391,1230,4260,2014,6,2,10,420000.0,4443801160,485903.5
3,2.5,2390,4555,2.0,0,0,3,9,2390,0,2006,0,98074,47.6199,-122.025,2540,4500,2014,5,2,29,695000.0,4379400560,390665.47
3,1.75,1260,6223,1.0,0,0,3,7,820,440,1983,0,98042,47.3574,-122.158,1260,6553,2014,11,4,13,210000.0,5466400550,437764.06
4,2.5,2440,7322,2.0,0,0,3,9,2440,0,1991,0,98056,47.5357,-122.179,2590,9927,2014,7,3,21,562500.0,4113800550,423711.7
3,2.0,2080,7020,1.0,0,0,4,7,1040,1040,1951,0,98115,47.6768,-122.285,1920,7000,2014,12,4,19,555000.0,434000030,315893.0
3,1.0,1990,7173,1.0,0,0,3,7,1990,0,1972,0,98034,47.7116,-122.213,1320,7245,2014,9,3,9,310000.0,1138000830,270226.7
4,1.0,1560,4080,1.5,0,0,3,7,1560,0,1923,0,98103,47.6711,-122.331,1890,4080,2014,10,4,1,627500.0,3856901525,223311.42
4,2.5,2330,7050,2.0,0,0,3,8,2330,0,1998,0,98178,47.5001,-122.231,1810,5424,2014,11,4,24,335000.0,1180500070,270776.47
3,1.0,1230,9660,1.0,0,0,3,7,1230,0,1968,0,98053,47.6829,-122.06,1380,10125,2015,3,1,25,322000.0,8807600340,431114.12
2,1.5,950,4625,1.0,0,0,4,7,950,0,1949,0,98103,47.6912,-122.34,1440,4625,2014,6,2,23,430000.0,993002325,325186.47
3,1.75,1890,13860,1.0,0,0,5,7,1890,0,1966,0,98042,47.4156,-122.149,1500,14536,2014,5,2,8,307000.0,1022059082,308099.38
3,1.5,1010,5000,1.0,0,0,3,6,1010,0,1943,0,98178,47.4925,-122.278,980,5000,2014,11,4,5,194000.0,179000350,475217.88
3,1.0,1010,8581,1.0,0,0,4,6,1010,0,1920,0,98002,47.3043,-122.216,1060,10354,2014,11,4,14,180000.0,3915500045,647784.2
4,2.25,2340,13383,1.0,0,0,3,8,1170,1170,1983,0,98074,47.6211,-122.037,1810,12532,2014,7,3,18,465000.0,3578400030,514129.22
4,2.5,2460,9296,2.0,0,0,3,9,2460,0,1978,0,98007,47.6125,-122.152,2730,9900,2015,3,1,23,722500.0,9346700320,269836.28
2,1.0,1010,3400,1.0,0,0,3,7,1010,0,1921,0,98103,47.6711,-122.329,1800,3600,2014,9,3,24,470450.0,3856901715,232146.45
3,2.5,1650,6000,2.0,0,0,3,7,1650,0,1990,0,98030,47.36,-122.194,1750,6000,2015,1,1,27,280000.0,8700120520,317592.3
4,2.0,1440,6702,1.0,0,0,4,7,1440,0,1966,0,98002,47.3056,-122.217,1030,6702,2015,4,2,10,176250.0,7335400400,346193.72
5,1.0,1710,9100,1.5,0,0,4,7,1320,390,1926,0,98126,47.5379,-122.378,1880,9100,2014,6,2,17,560000.0,4319200505,501775.78
3,2.0,1380,7476,1.0,0,0,3,7,1380,0,1989,0,98001,47.3336,-122.272,1600,7227,2014,6,2,17,272000.0,5651500140,617397.06
2,1.0,1290,3140,2.0,0,0,3,7,1290,0,2008,0,98053,47.6971,-122.026,1290,2628,2014,12,4,17,305000.0,7203102080,462830.97
3,2.5,1980,13964,1.0,0,0,5,7,1980,0,1959,0,98040,47.571,-122.227,2040,13964,2014,6,2,26,760000.0,3626500045,779275.25
2,1.0,870,6126,1.0,0,0,4,7,870,0,1938,0,98125,47.7024,-122.322,1620,6126,2015,2,1,13,387500.0,3226049117,404556.8
4,2.5,2470,5015,2.0,0,0,3,8,2470,0,2004,0,98038,47.3457,-122.041,2470,5100,2014,9,3,8,352000.0,6699940140,221539.7
3,1.0,770,9750,1.0,0,0,3,6,770,0,1941,0,98188,47.4509,-122.275,1560,10707,2014,7,3,18,156000.0,5379804730,593325.06
3,3.25,1490,857,3.0,0,0,3,8,1220,270,2001,0,98102,47.6357,-122.324,1550,1092,2014,11,4,18,580000.0,3383900058,234380.98
5,1.5,1950,9000,1.0,0,0,3,7,1130,820,1964,0,98146,47.4882,-122.339,1680,9526,2014,12,4,18,275000.0,1823049171,547796.6
4,2.5,2380,7850,2.0,0,0,3,8,2380,0,1995,0,98055,47.4356,-122.201,1940,7334,2014,12,4,5,340000.0,2641400160,229652.22
2,1.0,720,6687,1.0,0,0,3,6,720,0,1942,0,98117,47.7001,-122.362,840,6687,2014,5,2,6,329350.0,534000075,592346.9
3,2.25,2190,2416,3.0,0,0,3,8,2190,0,2014,0,98117,47.6758,-122.38,1510,3615,2014,11,4,18,719950.0,2767600400,433578.6
3,1.5,2440,5750,1.0,0,0,3,8,1320,1120,1939,0,98115,47.6991,-122.296,2160,6820,2015,3,1,31,875000.0,9553200125,373746.06
4,1.75,1740,9150,1.0,0,0,3,7,1740,0,1974,0,98188,47.4498,-122.28,1540,9147,2015,4,2,21,380000.0,5379804888,274982.56
2,2.0,1190,7570,1.0,0,0,3,6,1190,0,1939,0,98146,47.5113,-122.338,1190,7635,2014,8,3,5,210000.0,2414600400,598465.7
4,1.0,1010,6000,1.0,0,0,3,6,750,260,1925,0,98136,47.5518,-122.383,1450,6000,2014,9,3,26,350000.0,2461900510,404362.84
4,2.25,2020,8424,1.0,0,0,4,7,1380,640,1979,0,98034,47.7262,-122.233,2030,7236,2014,6,2,27,464900.0,251200200,350003.38
3,2.0,2520,5980,1.0,0,0,3,8,1790,730,1957,0,98116,47.5767,-122.383,1590,5750,2014,9,3,22,650000.0,513000550,271910.03
2,2.75,1370,1140,2.0,0,0,3,8,1080,290,2009,0,98133,47.7053,-122.342,1370,1090,2015,5,2,4,369950.0,8730000260,367449.97
3,2.5,1530,2890,2.0,0,0,3,7,1530,0,2001,0,98108,47.5434,-122.293,1540,2890,2014,7,3,28,250000.0,3395040550,399042.62
3,2.5,1530,2890,2.0,0,0,3,7,1530,0,2001,0,98108,47.5434,-122.293,1540,2890,2014,7,3,28,250000.0,3395040550,257127.94
3,2.5,1530,2890,2.0,0,0,3,7,1530,0,2001,0,98108,47.5434,-122.293,1540,2890,2015,4,2,29,320000.0,3395040550,399042.62
3,2.5,1530,2890,2.0,0,0,3,7,1530,0,2001,0,98108,47.5434,-122.293,1540,2890,2015,4,2,29,320000.0,3395040550,257127.94
3,1.0,1200,7727,1.0,0,0,4,7,1200,0,1959,0,98022,47.2021,-121.999,1300,7718,2015,4,2,2,219950.0,898000200,552248.06
4,1.5,1850,6125,1.5,0,0,3,6,1110,740,1945,0,98126,47.5352,-122.37,990,6125,2014,7,3,22,399950.0,9269200786,298749.6
4,1.75,1860,9750,1.0,0,0,3,7,1460,400,1969,0,98034,47.7097,-122.202,1900,8913,2015,4,2,1,528000.0,3558910640,236616.12
4,1.75,1940,8990,1.0,0,0,4,8,1560,380,1956,0,98034,47.7021,-122.241,2310,11745,2014,8,3,28,545000.0,3761100341,267201.4
2,2.0,1680,6194,1.0,0,0,3,8,1680,0,2004,0,98053,47.7136,-122.03,1900,5850,2015,4,2,27,575000.0,8682261070,532085.25
4,2.75,1770,10184,1.0,0,0,3,8,1250,520,1979,0,98023,47.3074,-122.385,2070,8320,2014,11,4,4,235000.0,8732040810,513790.9
3,2.5,1790,6371,2.0,0,0,3,8,1790,0,1998,0,98092,47.3291,-122.168,1850,6371,2014,7,3,23,272000.0,2991000400,527800.9
4,1.75,1720,9600,1.0,0,0,4,8,1720,0,1969,0,98059,47.4764,-122.155,1660,10720,2015,4,2,28,380000.0,2155500030,307666.56
3,1.0,1280,6967,1.5,0,0,3,7,1280,0,1949,0,98155,47.7512,-122.329,1280,7245,2015,4,2,26,195000.0,5727500102,608140.7
3,2.5,1690,4988,2.0,0,0,3,7,1690,0,2002,0,98038,47.3561,-122.015,1830,4733,2014,10,4,14,297000.0,5104510370,367176.7
4,2.5,2190,7294,2.0,0,0,3,8,2190,0,2003,0,98023,47.2923,-122.357,2240,7379,2015,4,2,15,349000.0,1895450200,291851.8
4,1.5,1890,10707,1.0,0,0,3,7,1890,0,1962,0,98148,47.428,-122.326,1610,8827,2014,7,3,25,319990.0,7789900030,230011.06
3,3.25,2210,3600,2.0,0,0,3,8,1820,390,1995,0,98125,47.7031,-122.279,2010,6690,2014,8,3,11,429000.0,4073800140,549793.94
3,2.0,1540,6250,1.0,0,0,3,7,1540,0,1998,0,98038,47.3539,-122.025,2070,6250,2014,7,3,30,272500.0,538000030,206618.42
4,2.0,1350,7255,1.0,0,0,4,7,1350,0,1959,0,98125,47.7287,-122.31,1050,7288,2014,9,3,16,400000.0,6632300478,589706.8
5,2.0,1380,4300,1.5,0,0,3,7,1380,0,1916,0,98103,47.6647,-122.337,1830,3800,2015,4,2,2,462000.0,4083800340,492141.97
2,1.0,890,6095,1.0,0,0,3,7,890,0,1947,0,98115,47.6823,-122.298,1450,5985,2015,3,1,10,510000.0,9214400135,690574.9
3,1.0,1240,5200,1.0,0,0,3,6,1240,0,1969,0,98042,47.3701,-122.079,870,5200,2015,4,2,25,150000.0,8651430370,581424.1
3,2.5,1730,8490,1.0,0,0,3,7,1210,520,1969,0,98034,47.7187,-122.219,1870,7400,2014,6,2,26,460000.0,2296700260,435563.2
3,1.75,1650,11220,1.0,0,0,4,7,1650,0,1969,0,98077,47.7567,-122.071,1340,10129,2014,9,3,25,361000.0,1771100240,361457.28
3,2.25,1130,1221,2.0,0,0,3,8,1030,100,2004,0,98117,47.6799,-122.375,1300,5000,2014,8,3,1,437000.0,461003251,384322.38
3,1.0,1200,9936,1.0,0,0,4,6,1200,0,1969,0,98038,47.3609,-122.029,1200,10189,2014,6,2,3,225000.0,2525300550,656216.25
2,1.0,870,5000,1.0,0,0,3,6,870,0,1949,0,98126,47.5186,-122.375,820,5000,2014,8,3,5,235000.0,7452500045,282550.6
4,2.25,2300,7700,1.0,0,0,3,7,1380,920,1959,0,98125,47.7137,-122.322,2010,8820,2014,6,2,27,417000.0,2239800070,846438.25
3,1.0,1390,12145,1.0,0,0,4,7,1390,0,1964,0,98042,47.4225,-122.15,1030,10800,2014,7,3,18,199000.0,2618300350,331858.8
5,2.5,2920,5568,2.0,0,0,3,8,2320,600,1906,0,98112,47.6265,-122.312,2970,5568,2014,6,2,5,875000.0,1336800160,361531.3
4,1.5,1370,3708,1.5,0,0,3,7,1370,0,1926,0,98117,47.6849,-122.363,2030,3708,2014,11,4,10,545000.0,7519000570,528027.75
2,1.0,950,7692,1.0,0,0,3,6,950,0,1926,0,98168,47.4909,-122.298,1820,8221,2014,5,2,20,192500.0,257000105,557975.4
4,2.5,2390,10000,1.0,0,0,3,9,1590,800,1975,0,98040,47.5801,-122.229,1900,9752,2014,12,4,8,800000.0,6402300070,256484.16
3,2.5,1460,7936,2.0,0,0,3,7,1460,0,1995,0,98038,47.3673,-122.017,1830,7936,2014,10,4,1,295000.0,9407150240,536827.5
2,1.75,1510,4980,1.0,0,0,3,8,1510,0,2006,0,98053,47.7191,-122.023,1350,4157,2014,6,2,30,419000.0,8682291940,399018.44
4,1.5,1700,8400,1.0,0,0,3,7,1700,0,1953,0,98177,47.7677,-122.359,1750,8475,2015,4,2,28,502000.0,3380900160,429234.7
3,1.0,1200,15960,1.5,0,0,3,6,1200,0,1945,0,98125,47.7163,-122.299,1120,7800,2015,3,1,13,398500.0,3448000270,512638.66
5,1.5,1510,9078,1.0,0,0,4,7,1510,0,1959,0,98168,47.4852,-122.305,1480,9078,2014,6,2,11,248000.0,6083000083,384692.12
4,2.0,2130,2800,1.0,0,0,5,7,1070,1060,1922,0,98103,47.6545,-122.333,1990,3990,2014,8,3,26,800000.0,9178600135,332183.4
4,2.5,2640,8055,2.0,0,0,3,9,2640,0,2004,0,98092,47.315,-122.193,1650,8055,2015,1,1,21,383000.0,1721059286,292357.28
3,2.0,1870,5455,1.0,0,0,5,7,1060,810,1926,0,98125,47.7029,-122.297,1870,7435,2014,10,4,8,521000.0,2568300132,439877.6
2,1.0,990,9223,1.0,0,0,3,7,990,0,1949,0,98125,47.72,-122.32,1230,7244,2014,11,4,5,365000.0,6414100111,672114.8
3,2.0,2005,7000,1.0,0,0,3,7,1605,400,1980,0,98122,47.6039,-122.298,1750,4500,2014,10,4,7,491000.0,9818700320,524295.94
3,2.75,2030,7700,1.0,0,0,5,8,1400,630,1965,0,98008,47.626,-122.112,1780,8160,2014,11,4,22,643000.0,686200510,504039.4
3,2.5,1500,7350,1.0,0,0,2,7,1060,440,1979,0,98023,47.3025,-122.382,1390,7770,2015,2,1,2,279000.0,3279000370,372736.9
4,1.0,1530,3900,1.5,0,0,4,7,1530,0,1908,0,98107,47.6748,-122.379,1300,3900,2015,2,1,2,583500.0,2767601031,256059.11
3,2.5,1990,3600,2.0,0,0,3,7,1990,0,2004,0,98038,47.3841,-122.041,1790,3600,2014,7,3,23,310000.0,4142450510,219491.48
3,1.75,1420,7650,1.0,0,0,4,7,1100,320,1984,0,98056,47.4892,-122.182,1810,7650,2014,6,2,10,310000.0,3291800510,742363.5
3,1.0,1400,13975,1.0,0,0,4,6,1400,0,1956,0,98198,47.4195,-122.33,1260,7500,2015,3,1,23,280000.0,7893203450,421595.53
4,2.5,1870,5692,2.0,0,0,3,7,1870,0,2004,0,98058,47.4334,-122.148,2390,5293,2014,11,4,17,272000.0,908000260,374625.3
3,2.0,1790,7259,1.0,0,0,3,7,1390,400,1980,0,98058,47.4643,-122.171,1790,7700,2014,11,4,18,307000.0,8645540320,470651.62
2,1.5,1590,4500,1.0,0,0,4,7,920,670,1946,0,98116,47.5831,-122.392,1900,4450,2014,7,3,17,490000.0,9280200030,254394.14
3,2.0,2050,9396,1.0,0,0,5,7,1170,880,1960,0,98155,47.7447,-122.328,1680,9391,2014,10,4,8,399950.0,6159400030,407028.6
4,1.75,1770,9011,1.0,0,0,5,7,1050,720,1983,0,98042,47.3646,-122.076,1410,8530,2014,6,2,18,264950.0,2916620240,589296.5
4,2.75,2100,7236,1.0,0,0,3,8,1400,700,1979,0,98034,47.7267,-122.232,1900,7519,2014,7,3,25,491500.0,251200240,262962.62
4,1.75,2600,18042,1.0,0,0,4,8,2020,580,1969,0,98092,47.2969,-122.189,2200,9408,2015,1,1,19,339900.0,7749500070,394422.72
3,3.0,2400,4000,2.0,0,0,3,7,1860,540,1905,0,98102,47.6288,-122.321,1750,3940,2015,4,2,27,852000.0,6762700340,471559.78
4,2.0,2790,8793,1.0,0,0,4,8,1640,1150,1977,0,98006,47.5509,-122.16,2400,9286,2015,2,1,11,723000.0,2600100370,199570.75
2,1.5,1370,4102,2.0,0,0,4,7,1370,0,1987,0,98033,47.6943,-122.184,1380,3211,2014,12,4,1,405000.0,2591010240,410995.4
2,1.0,1740,5719,1.0,0,0,3,8,1740,0,1955,0,98103,47.6729,-122.335,1980,5000,2014,6,2,25,800000.0,9551202025,540147.44
3,2.5,1800,8518,2.0,0,0,3,7,1800,0,1996,0,98030,47.3643,-122.185,1770,7570,2014,10,4,15,180500.0,4345000510,341343.2
3,2.5,1800,8518,2.0,0,0,3,7,1800,0,1996,0,98030,47.3643,-122.185,1770,7570,2014,10,4,15,180500.0,4345000510,316170.9
3,2.5,1800,8518,2.0,0,0,3,7,1800,0,1996,0,98030,47.3643,-122.185,1770,7570,2015,4,2,28,325000.0,4345000510,341343.2
3,2.5,1800,8518,2.0,0,0,3,7,1800,0,1996,0,98030,47.3643,-122.185,1770,7570,2015,4,2,28,325000.0,4345000510,316170.9
3,1.75,1190,7280,1.0,0,0,4,7,1190,0,1968,0,98092,47.3151,-122.19,1250,7800,2014,6,2,17,235000.0,3327000140,339698.4
2,1.0,860,8308,1.0,0,0,4,7,860,0,1948,0,98146,47.5075,-122.377,1310,8308,2014,5,2,20,330000.0,7100000135,268782.66
4,2.5,1980,6660,2.0,0,0,4,7,1980,0,1974,0,98034,47.7158,-122.167,1980,7150,2014,7,3,9,463000.0,2592400550,503596.8
2,1.0,670,4640,1.0,0,0,3,6,670,0,1943,0,98106,47.53,-122.351,870,4501,2014,9,3,12,250000.0,2113701200,248895.9
3,2.0,1410,4800,1.5,0,0,4,8,1410,0,1927,0,98118,47.5597,-122.267,1820,7200,2014,7,3,16,655000.0,5249804510,268777.53
4,2.25,1860,7000,1.0,0,0,3,8,1120,740,1979,0,98023,47.3127,-122.339,1990,8937,2014,5,2,16,239900.0,9264901040,587038.3
3,1.0,980,9135,1.0,0,0,3,7,980,0,1955,0,98001,47.3496,-122.289,1780,9135,2014,11,4,17,185000.0,7967600069,401576.03
3,2.25,1810,11800,1.0,0,0,3,7,1240,570,1977,0,98178,47.4997,-122.231,1810,5641,2014,9,3,5,251700.0,3810000202,703071.25
4,2.0,1560,8250,1.0,0,0,3,8,1320,240,1964,0,98177,47.7565,-122.358,1870,8258,2015,2,1,9,400000.0,1226039129,551385.7
4,1.75,2100,7960,1.0,0,0,3,8,1340,760,1955,0,98004,47.6079,-122.195,2060,7960,2014,9,3,4,735000.0,8146100370,586988.25
4,1.75,2140,8162,1.0,0,0,3,7,1420,720,1968,0,98023,47.3096,-122.377,2040,7632,2014,9,3,23,292500.0,9510900070,284709.47
3,2.25,2390,7000,1.0,0,0,4,7,1990,400,1970,0,98058,47.4568,-122.169,1610,7000,2015,3,1,25,270000.0,2473381090,548427.7
2,1.0,1510,6807,1.0,0,0,3,7,1090,420,1939,0,98133,47.711,-122.353,1460,6807,2014,12,4,24,415000.0,6378500105,299222.25
3,2.75,2170,8396,2.0,0,0,3,7,2170,0,1995,0,98038,47.3812,-122.023,2170,8378,2014,9,3,16,353000.0,705700640,500985.06
3,2.5,1790,2375,3.0,0,0,3,8,1790,0,2007,0,98107,47.6726,-122.38,1450,2400,2014,12,4,10,670950.0,2767603210,584269.0
3,1.75,1850,7735,1.0,0,0,4,8,1850,0,1983,0,98027,47.5608,-122.082,2220,7639,2014,5,2,27,585000.0,7524950830,411776.75
3,1.75,1850,8823,1.0,0,0,4,8,1370,480,1973,0,98008,47.6379,-122.112,1880,7580,2014,8,3,1,605000.0,5728000060,302794.25
3,2.5,2250,7752,2.0,0,0,4,8,2250,0,1988,0,98011,47.7489,-122.185,2080,7033,2015,4,2,24,550000.0,2095800520,409667.7
3,1.75,1800,8000,1.0,0,0,3,8,1800,0,1972,0,98008,47.6357,-122.119,1950,8500,2014,9,3,11,665000.0,4193500140,389144.62
3,1.0,2400,17239,1.0,0,0,4,7,1890,510,1940,0,98028,47.75,-122.245,2390,7350,2015,4,2,27,455000.0,3582200200,576812.9
4,1.0,1780,4000,1.5,0,0,3,7,1780,0,1922,0,98103,47.6624,-122.354,1750,4000,2014,8,3,26,440000.0,9521100106,295253.16
3,2.25,2120,14915,1.0,0,0,3,9,1720,400,1979,0,98001,47.3524,-122.285,2320,13100,2014,7,3,8,332000.0,7351000160,285303.75
3,2.5,1860,6607,2.0,0,0,3,7,1860,0,1989,0,98023,47.2891,-122.351,1760,6766,2014,6,2,11,280000.0,5422420140,510003.28
3,3.5,1460,1021,2.0,0,0,3,8,1150,310,2006,0,98122,47.6169,-122.309,1460,1245,2014,9,3,15,570000.0,7234601162,721377.7
3,1.0,1230,10350,1.0,0,0,4,7,1230,0,1957,0,98055,47.428,-122.199,1510,10427,2014,5,2,15,250000.0,6623400217,573474.94
3,1.0,800,5760,1.0,0,0,3,6,700,100,1949,0,98155,47.7505,-122.317,1060,6628,2014,11,4,3,265000.0,408100105,208477.31
3,1.0,1190,10350,1.0,0,0,4,7,1190,0,1959,0,98028,47.7428,-122.244,1850,10500,2015,3,1,5,306000.0,7297700055,262769.75
5,2.75,1940,4182,1.0,0,0,3,7,1240,700,2002,0,98056,47.4911,-122.17,1950,4182,2015,5,2,7,345000.0,8029740060,379852.2
4,2.5,2590,11018,2.0,0,0,3,8,2590,0,1998,0,98092,47.2634,-122.211,2400,8042,2015,4,2,30,346300.0,4136890560,514810.16
3,2.0,2080,11375,1.0,0,0,3,8,2080,0,2002,0,98022,47.214,-121.993,1080,12899,2014,6,2,12,342500.0,1320069271,474071.1
4,2.25,2680,5439,2.0,0,0,3,7,2680,0,2000,0,98011,47.7534,-122.218,2460,4473,2015,4,2,24,501000.0,9269260240,570694.7
3,2.5,1670,8364,1.0,0,0,4,7,1300,370,1990,0,98042,47.369,-122.084,1490,8143,2014,6,2,25,270000.0,1796381070,448938.6
3,1.0,1830,4400,1.5,0,0,4,8,1720,110,1930,0,98122,47.6052,-122.3,1650,4400,2015,4,2,22,638000.0,6840701125,678698.2
3,1.0,1040,8128,1.0,0,0,3,6,1040,0,1983,0,98019,47.7425,-121.981,1520,7500,2014,6,2,28,234000.0,2130702270,224035.86
5,2.0,2020,5000,1.5,0,0,4,7,2020,0,1938,0,98117,47.6949,-122.37,1510,6600,2014,5,2,6,488000.0,2688100075,450697.4
4,3.0,2030,12675,2.0,0,0,3,7,2030,0,1982,0,98177,47.7689,-122.379,1990,7705,2015,3,1,27,499000.0,6619510060,296466.47
3,1.0,1450,6776,1.0,0,0,3,7,1450,0,1952,0,98178,47.5056,-122.244,1680,7200,2014,9,3,4,150000.0,4058802105,224993.1
4,2.5,2400,7270,2.0,0,0,3,8,2400,0,1993,0,98003,47.2697,-122.312,2150,6584,2015,3,1,26,333000.0,7212660640,434861.56
3,2.5,1680,11312,1.0,0,0,3,7,1080,600,1959,0,98146,47.5051,-122.344,1390,10700,2014,7,3,1,330000.0,623049315,302785.38
4,2.0,1850,8827,1.0,0,0,3,7,1850,0,1969,0,98155,47.7406,-122.313,1310,6901,2014,11,4,24,360000.0,6632900340,458353.0
3,1.0,1220,8040,1.5,0,0,3,7,1220,0,1965,0,98125,47.7133,-122.308,1360,8040,2015,5,2,11,467000.0,6798100070,495044.53
3,1.75,2050,10519,1.0,0,0,3,7,1240,810,1979,0,98058,47.4257,-122.146,1770,9605,2014,8,3,4,265000.0,7461420060,228245.92
3,1.75,1720,12540,1.0,0,0,4,7,1720,0,1956,0,98006,47.5699,-122.177,1440,11850,2014,7,3,18,490000.0,5566100060,495333.88
4,2.5,2850,4650,2.0,0,0,3,8,2850,0,2004,0,98038,47.3552,-122.026,2850,4650,2014,6,2,19,360000.0,7714000340,555901.94
3,2.25,1880,12473,1.0,0,0,3,8,1420,460,1958,0,98028,47.7623,-122.256,2300,10469,2014,10,4,3,399000.0,3815500045,431418.56
4,2.5,2770,9751,2.0,0,0,3,8,2770,0,1989,0,98042,47.3739,-122.126,2370,6950,2014,7,3,25,347000.0,1843100520,487947.2
